,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
29992,2859105,1000,3718685,1100.67,86,16,93,85,106,51,11,48,87,2,False,False,False,1484210806
29993,2889313,1000,3852402,1034.78,86,14,103,11,4,97,5,95,75,34,False,True,False,1492186229
29994,1148284,1109.51,24,1048.25,37,44,86,15,2,88,76,57,5,10,True,True,True,1478916389
29996,2833354,1187.43,1951061,1203.65,51,112,25,69,8,107,39,64,16,81,True,True,True,1509713264
29999,5064311,1000,5131954,1060.68,58,19,27,69,39,3,78,84,49,11,True,False,True,1517044483
30002,1983234,1048.33,2634810,1192.02,18,79,2,8,39,6,20,38,9,33,False,True,True,1469014536
30003,3846296,1000,1456971,1038.9,87,55,50,70,73,107,112,88,39,81,False,False,False,1511015514
30005,2777247,1242.13,2640025,1232.58,91,73,20,63,28,107,65,93,43,87,False,False,True,1466152293
30008,111474,1084.27,4,1160.77,91,19,30,28,15,69,88,46,21,83,False,False,True,1447499475
30009,1846548,1142.55,2512249,1155.77,51,106,104,87,95,39,16,75,18,9,False,False,False,1501805085
30013,3931472,1084.33,1276785,1000,27,36,100,98,9,7,51,109,91,19,False,True,True,1505225142
30014,5031582,1000,3262512,1064.62,36,114,3,9,94,27,13,45,7,12,False,False,False,1507373052
30016,5183772,1000,2108395,1429.43,27,69,13,63,76,3,107,57,11,77,False,False,True,1515564360
30020,2244697,1158.18,2006913,1291.81,7,39,101,11,30,72,89,51,47,25,False,False,True,1437941914
30025,4763533,1109.24,2790557,1030.06,23,87,18,69,35,97,75,95,89,112,False,True,False,1499882885
30026,726228,1396.74,15,1511.43,5,88,16,54,74,114,95,86,29,47,True,True,False,1494478977
30029,4425650,1160.59,5,1294.52,88,87,47,33,4,40,114,97,95,86,False,True,True,1506506866
30031,4425117,1073.52,4254415,1034.16,53,88,86,4,106,40,64,107,12,38,True,True,True,1509030573
30033,2735023,1060.51,3325637,1000,79,23,56,2,65,41,103,8,26,94,True,True,True,1473512630
30034,1883502,1568.6,2006913,1291.81,60,84,97,54,49,7,3,78,47,45,True,True,True,1507575002
30036,2586976,1351.81,3547682,1156.43,28,55,72,74,5,37,96,90,89,63,False,True,False,1488094705
30040,3586078,1172.24,2,1137.53,102,107,20,109,12,88,74,90,93,30,False,False,False,1491924628
30049,2571536,1067.1,2525714,1000,112,28,68,1,11,50,91,15,71,106,True,True,False,1449908494
30050,4372042,1219.81,2512249,1155.77,51,25,3,36,7,39,50,60,99,65,False,False,False,1498795215
30051,2767585,1000,2640099,1192.2,74,67,27,83,104,29,26,62,8,12,False,False,False,1459217800
30052,4997871,1036.45,2208748,1088.28,51,68,47,108,81,88,53,100,43,56,True,False,False,1507784492
30053,3327985,1133.42,3322300,1000,2,75,10,107,49,111,8,13,38,69,True,False,False,1474467248
30055,2350559,1080.32,2289950,1000,7,11,31,69,21,51,86,106,39,84,True,True,True,1443820497
30057,3326126,1254.42,3349045,1137.7,8,64,86,49,45,65,107,50,11,77,True,False,False,1478087864
30059,15,1511.43,3331948,1203.45,68,41,43,100,33,60,111,39,103,77,True,True,True,1499595765
30065,2163,1452,1883502,1568.6,19,91,50,15,13,20,47,31,38,109,False,True,True,1512149432
30066,2814991,1000,1226701,1044.79,38,74,30,18,29,73,107,54,111,2,False,True,False,1462972423
30067,2006913,1291.81,2276247,1109.13,112,28,60,8,43,69,31,3,65,46,False,True,True,1448556003
30070,543897,1523.46,5039050,1180.83,60,86,57,76,72,3,16,103,77,80,True,False,True,1517548927
30072,2581813,1188.72,2659468,1165.6,2,112,71,89,13,8,107,87,98,10,False,False,False,1483772356
30077,4425650,1160.59,5027210,1303.93,78,87,34,58,12,3,94,77,69,13,False,False,False,1515578124
30081,2777247,1242.13,15,1511.43,69,30,18,39,9,58,26,41,21,20,True,True,True,1460900414
30084,39,1451.66,5039050,1180.83,38,90,86,49,10,57,109,100,53,64,True,True,True,1519297145
30087,2208748,1088.28,15,1511.43,17,25,39,88,57,72,50,21,45,7,False,False,False,1442743520
30088,2626685,1210.14,5000254,1158.12,60,68,43,78,41,84,29,39,72,111,True,True,True,1511768191
30091,2552670,1159.36,2901438,1000,68,38,54,13,100,98,79,26,61,8,True,False,True,1468348565
30092,1838315,1491.97,5,1294.52,92,6,50,104,64,39,61,2,79,25,True,False,False,1431624073
30093,2859105,1000,3333433,1144.45,80,84,38,47,91,79,96,107,93,104,False,False,False,1485572983
30094,3725701,1123.25,3326875,1269.74,28,25,5,2,93,114,97,30,74,67,True,True,True,1491560960
30096,5194824,1031.1,5158908,1000,75,51,29,34,109,100,49,84,16,94,True,True,True,1515609602
30099,2640025,1232.58,3214108,1401.12,28,63,5,55,76,97,112,107,94,96,False,True,False,1490694023
30100,2626685,1210.14,5,1294.52,60,27,88,11,17,68,43,23,77,38,False,True,True,1513681803
30101,1375614,1360.51,1951061,1203.65,11,86,29,52,28,7,39,55,5,106,True,True,False,1430651799
30102,4,1160.77,5084724,1136.89,68,23,108,9,27,16,58,3,15,22,True,True,True,1513771298
30103,2148321,1066.07,543897,1523.46,85,72,26,55,76,52,7,30,12,71,True,False,False,1432965722
30104,3,1287.81,5039050,1180.83,100,72,30,58,104,84,15,69,61,107,False,True,True,1511502602
30105,1148284,1109.51,1520578,1094.09,72,7,17,30,71,62,51,26,47,46,False,True,False,1437941930
30106,2701329,1087.32,3333433,1144.45,52,100,102,8,106,84,89,30,41,34,True,True,True,1480553356
30107,3722485,1177.53,36,1186.73,28,20,54,39,2,63,86,11,84,70,True,False,True,1486307676
30109,2413439,1110.44,350190,1338.47,55,60,11,15,31,100,85,79,25,94,False,True,True,1444737168
30112,2246141,1000,2789717,1169.95,103,41,111,8,63,79,65,23,34,42,False,False,False,1468418438
30113,2581813,1188.72,543897,1523.46,88,3,96,54,35,107,78,64,109,43,True,False,False,1510575194
30118,3,1287.81,39,1451.66,68,16,43,75,41,3,72,107,33,56,True,True,True,1518831755
30119,1520578,1094.09,4646830,1035.21,23,8,5,7,75,9,3,15,57,76,False,False,False,1498528794
30121,3214108,1401.12,39,1451.66,74,18,85,88,58,91,2,76,111,54,False,False,True,1478222803
30122,4146964,1053.6,2581813,1188.72,28,74,5,2,10,54,25,86,104,68,True,False,True,1492178814
30123,3346336,1000,2208748,1088.28,114,8,16,85,93,88,95,5,65,106,False,False,False,1491897630
30125,39,1451.66,3214108,1401.12,110,104,60,8,17,88,106,90,99,51,True,True,False,1495949769
30127,2880140,1165.76,2581813,1188.72,13,107,68,81,114,88,75,4,104,18,True,True,False,1506081614
30130,5197722,1116.64,4425117,1073.52,16,30,12,65,39,77,13,103,34,111,True,True,False,1518368709
30133,1883502,1568.6,111474,1084.27,53,111,22,18,112,66,38,8,39,27,False,True,False,1460629719
30136,3349045,1137.7,2860081,1093.46,114,51,11,87,63,5,107,8,97,106,False,False,True,1492419077
30137,4425650,1160.59,3346336,1000,78,77,87,69,13,19,30,7,39,72,True,False,False,1516022998
30138,2777247,1242.13,1375614,1360.51,62,55,26,8,69,107,87,43,41,48,True,False,False,1459338747
30140,543897,1523.46,1105664,1031.53,28,88,86,70,76,20,63,108,11,66,True,True,True,1489239045
30141,46,1171.65,36,1186.73,71,68,13,77,92,53,87,6,63,74,False,True,True,1505333228
30142,111474,1084.27,46,1171.65,66,60,39,11,96,38,85,3,56,99,False,False,True,1430929929
30145,2414475,1000,3349045,1137.7,36,68,41,104,16,88,27,65,76,70,False,False,False,1507550494
30147,26,1058.92,5039050,1180.83,31,40,71,55,81,53,47,86,30,56,True,False,True,1506085540
30149,2672298,1125.65,2788413,1000,79,73,65,63,83,20,2,54,103,70,True,False,True,1468891279
30151,3659536,1124.88,543897,1523.46,36,7,87,54,17,31,65,9,14,41,False,False,False,1506675071
30153,46,1171.65,543897,1523.46,87,16,53,63,109,89,9,64,88,12,False,True,False,1517661291
30154,111474,1084.27,46,1171.65,11,3,87,8,110,91,19,30,2,47,False,False,False,1448647248
30155,4426165,1154.14,3846296,1000,84,57,94,86,54,64,20,102,75,39,True,False,False,1513417977
30156,2789717,1169.95,2621843,1211.4,76,30,81,84,63,53,13,67,111,85,True,False,False,1459699655
30157,5027210,1303.93,726228,1396.74,112,39,51,6,40,3,78,88,9,12,True,True,False,1510394465
30158,3346336,1000,5021898,1089.72,64,107,4,39,33,40,16,87,7,8,False,False,False,1505038995
30165,2634810,1192.02,2414475,1000,65,54,107,37,89,84,111,109,104,97,False,False,False,1480415486
30167,4186376,1153.14,1964407,1000,90,6,26,65,74,27,39,81,43,61,False,True,False,1500393329
30170,2687313,1000,4284542,1033.74,5,107,2,74,67,87,55,63,114,46,False,True,True,1493817489
30171,2581813,1188.72,3326875,1269.74,75,51,65,18,25,16,39,87,63,108,True,False,False,1498528808
30172,2622695,1000,2672298,1125.65,87,41,111,59,35,2,86,85,20,11,False,False,False,1489169982
30173,3259967,1088.45,543897,1523.46,8,107,111,28,63,65,37,54,62,41,False,True,False,1478851512
30174,1375614,1360.51,39,1451.66,79,23,54,17,29,111,103,16,93,46,True,True,False,1475306377
30176,2672298,1125.65,1884355,1113.94,41,103,79,48,73,26,29,93,34,90,True,False,True,1469490811
30178,1276785,1000,24,1048.25,84,112,6,94,38,54,28,75,85,73,True,False,False,1479986195
30179,3888668,1042.1,4288603,1230.49,7,65,86,47,10,40,51,111,59,44,False,True,True,1504939772
30180,3326875,1269.74,2581813,1188.72,75,82,87,102,8,107,80,96,20,74,True,True,True,1488114804
30181,111474,1084.27,3326680,1202.21,91,54,20,65,17,84,76,2,93,111,True,True,True,1482001370
30183,2701329,1087.32,2672298,1125.65,20,55,52,100,89,79,2,88,63,34,True,True,False,1479428400
30186,39,1451.66,5,1294.52,55,15,3,23,17,107,95,64,65,34,True,True,True,1495718501
30188,2854942,1056.75,3322300,1000,88,54,107,40,64,28,87,62,46,57,False,True,False,1478922402
30189,3,1287.81,1633432,1000,69,74,100,68,106,2,55,30,103,46,True,False,False,1464472002
30194,5,1294.52,2163,1452,23,18,52,33,106,55,28,50,109,76,True,True,False,1495333282
30198,3262331,1066.55,5231224,1047.09,51,11,87,41,22,62,34,37,65,77,False,True,True,1519536867
30200,2642725,1028.65,2640099,1192.2,66,39,87,1,7,72,55,30,100,49,False,True,False,1452301156
30202,3729377,1059.44,2163,1452,88,74,63,87,3,90,78,86,8,46,False,True,False,1486225217
30203,4010559,1106.48,4149284,1086.38,91,70,86,51,11,5,97,87,109,106,False,True,False,1496811743
30204,2640025,1232.58,1375614,1360.51,88,20,37,38,46,97,8,107,75,106,False,False,False,1490581458
30206,2538753,1068.9,2783913,1160.23,103,65,74,3,96,84,16,8,9,88,False,False,True,1472398166
30207,2701329,1087.32,2837183,1087.81,102,67,71,65,3,55,26,62,74,41,False,True,False,1464296846
30208,2552670,1159.36,46,1171.65,5,65,71,74,8,37,54,107,106,60,False,True,False,1494339096
30209,2672298,1125.65,4151852,1051.19,83,86,40,65,35,51,5,23,8,25,True,False,True,1497147795
30213,5027210,1303.93,15,1511.43,7,13,30,80,98,107,92,87,49,36,False,True,False,1510053616
30214,1951061,1203.65,2626685,1210.14,16,27,81,40,4,68,41,51,13,97,True,False,False,1506045592
30215,726228,1396.74,2640025,1232.58,28,54,49,9,50,65,66,8,30,18,True,True,True,1481712459
30216,4010559,1106.48,4147910,1036.3,51,5,95,76,41,20,102,31,106,15,True,False,True,1495246321
30217,46,1171.65,2537636,1000,3,16,46,18,88,7,25,81,39,15,True,False,True,1495392300
30218,39,1451.66,1883502,1568.6,5,16,40,41,15,91,7,8,50,70,True,True,True,1496841522
30219,2860081,1093.46,2552118,1176.13,9,41,84,6,87,79,48,23,55,17,False,False,False,1468505118
30220,2108395,1429.43,3659536,1124.88,40,88,39,30,109,60,53,87,54,12,True,False,True,1505391727
30221,15,1511.43,726228,1396.74,107,110,38,95,40,51,11,86,57,70,True,True,False,1498528820
30226,2512249,1155.77,3,1287.81,38,54,112,61,13,74,110,20,6,2,True,False,True,1467159620
30227,4592777,1101.82,4186376,1153.14,53,23,111,59,106,60,64,114,61,36,True,False,False,1499873022
30229,2643401,1083.38,2414475,1000,26,54,49,111,8,29,20,55,57,10,False,False,True,1464417478
30230,2163,1452,2586976,1351.81,107,55,20,73,70,110,41,49,50,6,True,True,True,1462889541
30238,3706823,1149.63,3704046,1000,20,28,106,88,14,90,63,50,2,74,True,True,True,1485162843
30242,2414475,1000,2208748,1088.28,79,48,88,52,49,84,51,26,109,35,True,True,True,1481544419
30243,2208748,1088.28,2538621,1000,29,87,107,43,72,26,8,73,55,71,True,True,False,1464315292
30244,4251435,1314.81,2163,1452,27,29,53,13,95,7,86,36,1,88,False,True,True,1500764398
30245,36,1186.73,2777247,1242.13,58,53,41,107,43,38,72,26,39,7,True,True,True,1460911024
30246,3444630,1000,2581813,1188.72,28,107,111,56,94,84,8,88,87,13,True,False,False,1478516968
30247,2208748,1088.28,1983234,1048.33,72,17,87,88,57,25,7,55,27,12,True,True,True,1442390516
30248,2521210,1000,24,1048.25,41,6,20,33,17,84,91,59,28,73,False,False,False,1469974819
30251,5,1294.52,1375614,1360.51,91,19,50,15,65,92,55,83,28,63,False,False,True,1432278905
30252,1601427,1000,1271771,1189.57,112,71,106,62,43,100,61,50,59,39,False,False,False,1448197188
30253,2414475,1000,1951061,1203.65,28,6,84,94,13,86,104,44,4,73,True,True,True,1479813631
30254,4592777,1101.82,26,1058.92,68,41,16,36,98,7,75,104,9,109,True,True,False,1504813270
30259,3,1287.81,3214108,1401.12,91,52,54,17,111,86,98,28,73,31,True,True,True,1476738480
30260,2581813,1188.72,3327985,1133.42,16,37,54,74,14,79,48,76,62,2,True,True,False,1479653227
30262,2626685,1210.14,1520578,1094.09,72,87,51,43,13,89,19,3,39,8,False,False,False,1521638927
30263,5076975,1103.63,543897,1523.46,3,83,43,65,36,13,85,64,98,1,False,False,False,1510557333
30265,2208748,1088.28,20,1000,84,54,87,51,35,28,62,79,48,49,True,False,True,1480509986
30266,726228,1396.74,5,1294.52,62,12,112,80,60,38,74,111,56,110,True,False,False,1459231446
30267,5229127,1243.49,5197722,1116.64,72,86,83,76,58,16,47,108,8,64,True,False,True,1521725333
30268,3326875,1269.74,350190,1338.47,88,85,5,10,34,37,54,2,89,8,True,True,True,1476349914
30271,1836806,1208.81,1375614,1360.51,79,103,49,38,36,41,109,50,98,23,False,True,False,1468130413
30273,3331948,1203.45,1375614,1360.51,7,65,50,12,45,51,90,54,2,106,False,True,True,1507449666
30274,2539098,1000,726228,1396.74,107,65,60,66,6,62,43,26,67,41,True,False,True,1461222804
30277,3,1287.81,39,1451.66,91,19,64,4,104,31,23,97,106,80,False,True,False,1506035394
30282,1838315,1491.97,2163,1452,40,106,31,69,12,60,53,75,36,74,False,False,False,1509289388
30283,3332295,1215.38,3851150,1137.66,37,88,76,60,70,25,38,86,8,100,False,True,True,1490803725
30284,2899037,1031.41,990533,1177.96,26,10,7,34,2,79,98,87,18,11,False,False,False,1472311579
30287,2791586,1000,2837183,1087.81,69,74,87,16,10,53,30,107,109,25,True,False,True,1462931472
30291,46,1171.65,2163,1452,3,111,43,29,72,100,80,61,76,85,False,False,True,1452347645
30292,2244697,1158.18,67,1200.4,80,58,9,111,78,72,20,30,41,47,True,True,True,1454630108
30296,2108395,1429.43,350190,1338.47,16,34,65,72,75,103,86,67,106,102,True,True,True,1518426001
30298,39,1451.66,2512249,1155.77,38,54,26,7,9,103,109,79,28,74,True,False,True,1466980668
30309,2524597,1000,24,1048.25,91,65,58,9,81,38,107,87,54,49,False,True,True,1464438461
30311,1957910,1060.74,2330985,1000,39,28,62,50,73,11,85,110,7,93,False,False,True,1447436625
30312,2108395,1429.43,543897,1523.46,3,49,16,55,98,107,13,30,109,112,True,False,False,1516692766
30313,2581813,1188.72,3931120,1127.85,5,70,57,16,46,107,55,86,25,20,False,False,True,1494760116
30316,350190,1338.47,111474,1084.27,26,93,65,110,13,28,50,86,53,52,False,False,True,1465046727
30317,4,1160.77,3258149,1000,114,83,8,51,11,5,107,96,17,93,True,True,False,1491984206
30319,2634810,1192.02,4,1160.77,98,32,76,14,1,16,70,50,8,87,True,False,True,1478350184
30324,98301,1000,2789395,1088.66,103,41,20,1,15,28,87,6,94,58,False,False,False,1471256832
30328,2163,1452,15,1511.43,100,15,30,28,70,55,71,20,25,8,False,False,False,1450521302
30330,111474,1084.27,1838315,1491.97,84,51,75,48,98,91,106,86,33,12,False,False,True,1489329649
30331,4253054,1104.86,2586976,1351.81,114,53,86,25,1,83,73,5,104,106,False,False,True,1493389550
30332,2887699,1049.64,3619395,1000,28,86,76,109,75,79,48,96,50,106,False,False,False,1485583855
30333,3334209,1053.59,111474,1084.27,79,16,58,93,74,65,84,90,70,73,False,True,True,1476029304
30337,2586976,1351.81,2085365,1181.13,11,50,28,85,78,55,71,68,18,47,True,False,True,1446649228
30339,4541043,1000,4425117,1073.52,51,64,41,55,47,68,16,53,70,8,False,False,True,1500132844
30340,1458434,1000,2349091,1136.68,7,61,112,8,13,50,17,2,79,9,False,False,False,1435539360
30343,2672298,1125.65,1884355,1113.94,20,55,71,109,22,41,6,62,26,49,True,False,True,1468545601
30350,2544243,1042.27,1894489,1000,112,46,30,19,98,50,28,85,52,8,False,True,False,1448422995
30353,3,1287.81,5028104,1105.7,77,16,87,29,94,100,65,112,48,43,True,False,False,1516236659
30354,2108395,1429.43,350190,1338.47,91,65,86,109,11,88,63,111,76,29,True,True,False,1506768714
30355,2738555,1066.91,98301,1000,20,6,9,17,57,84,8,53,38,37,False,False,True,1471097195
30356,3586078,1172.24,543897,1523.46,28,54,50,69,74,107,97,112,73,48,True,True,True,1491556091
30357,2277843,1000,5109521,1075.76,78,23,15,79,12,60,19,86,10,13,False,False,False,1515665789
30359,1520578,1094.09,2635099,1242.81,53,60,39,87,47,50,74,72,51,64,True,False,False,1451471660
30361,4652711,1000,2672298,1125.65,88,64,95,34,69,86,83,104,8,40,False,False,False,1498493958
30363,1966890,1093.09,2538753,1068.9,20,80,111,30,55,100,66,22,44,61,False,False,False,1452252296
30364,1375614,1360.51,1333179,1200.19,16,50,13,6,94,31,65,41,25,62,True,False,False,1501717847
30366,2006913,1291.81,26,1058.92,51,5,3,18,25,86,39,53,15,62,False,False,False,1496419564
30369,1838315,1491.97,1883502,1568.6,86,57,89,9,48,84,78,50,114,35,True,True,False,1510265401
30370,2634810,1192.02,2022218,1000,114,54,87,2,17,57,88,95,86,49,True,True,True,1494234307
30372,2581813,1188.72,1375614,1360.51,88,7,75,70,25,16,27,104,77,9,False,False,False,1501795287
30373,1883502,1568.6,2512249,1155.77,55,18,87,49,88,75,39,51,65,54,True,True,True,1501699478
30375,55316,1000,1966890,1093.09,74,7,75,18,55,76,20,38,8,86,False,True,False,1454874265
30376,3704482,1096.81,5167588,1000,51,30,49,54,65,86,16,11,66,12,False,False,False,1518447439
30379,15,1511.43,1375614,1360.51,114,5,106,44,29,104,107,25,75,18,False,False,False,1492319921
30382,2604408,1054.37,2621376,1000,107,6,41,50,34,26,44,47,7,33,True,True,True,1472218891
30383,3326126,1254.42,2626685,1210.14,54,28,87,55,34,16,86,50,49,12,True,True,True,1482049374
30385,1375614,1360.51,1838315,1491.97,16,29,50,109,43,86,28,15,102,45,False,True,False,1521746999
30386,726228,1396.74,2586976,1351.81,84,76,9,26,41,112,51,13,35,20,True,False,False,1509716735
30388,2789395,1088.66,2581813,1188.72,112,2,107,8,93,6,84,9,91,65,False,False,True,1472112551
30391,2533075,1085.05,2006913,1291.81,76,28,44,55,50,88,35,54,87,29,True,True,False,1478636418
30392,3722973,1251.35,2672298,1125.65,80,106,107,90,88,84,20,65,39,26,True,True,False,1485566462
30394,2586976,1351.81,543897,1523.46,85,11,112,60,12,100,39,68,6,20,True,True,True,1447843151
30395,1836806,1208.81,1375614,1360.51,91,43,20,40,65,76,112,26,63,41,True,False,True,1459591265
30396,2512249,1155.77,4251435,1314.81,5,109,28,54,29,88,20,65,94,106,True,True,True,1494705554
30397,1333179,1200.19,2555665,1177.54,28,50,86,21,29,100,31,97,44,64,False,True,True,1446251324
30398,484909,1124.5,726228,1396.74,71,25,62,60,96,26,12,10,91,49,False,True,False,1430746927
30399,1836806,1208.81,2659468,1165.6,6,65,111,107,21,103,104,58,44,9,False,True,True,1480787425
30401,5026801,1398.97,5196328,1067.11,84,53,107,11,12,27,85,19,38,39,False,False,True,1515625769
30402,4288603,1230.49,2833354,1187.43,78,64,26,72,46,85,13,86,65,67,False,False,True,1510652498
30403,5036221,1050.02,5000254,1158.12,107,55,64,49,1,60,9,92,4,98,False,False,True,1506045638
30404,2537636,1000,2006913,1291.81,97,86,51,25,93,37,2,100,46,98,False,True,False,1494063419
30405,2643401,1083.38,2860414,1000,6,91,87,85,46,74,20,93,103,65,True,True,True,1467782039
30413,4251435,1314.81,3214108,1401.12,83,98,5,70,34,91,99,58,16,17,False,False,False,1494788871
30414,3930476,1000,2621843,1211.4,28,54,87,80,57,50,8,35,7,69,False,False,False,1490104704
30416,2860081,1093.46,2208748,1088.28,109,50,63,16,73,54,97,107,5,34,True,False,True,1491569216
30419,3722485,1177.53,2163,1452,80,86,96,73,71,78,90,5,74,77,False,False,False,1486669284
30421,2640025,1232.58,726228,1396.74,48,86,96,8,23,87,54,107,82,88,False,False,False,1484389036
30423,2414475,1000,2634810,1192.02,79,109,87,41,25,38,23,26,98,106,False,True,True,1467865459
